license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
070057AN,OPTIONS RECOVERY SERVICES,OPTIONS RECOVERY SERVICES,1470 CIVIC COURT,SUITE 100,,CONCORD,CA,94520,Contra Costa County,07,(510) 666-9552,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,37.971916,-122.049408
070058AP,BAY AREA RECOVERY LLC,BAY AREA RECOVERY LLC,17 CAMINO ENCINAS,,,ORINDA,CA,94563,Contra Costa County,07,(415) 996-3965,RES,true,true,false,2027-01-31,false,6,6,1.1,CO-ED,true,false,37.876362,-122.179942
070059AN,ELDAHOUSE,ELDAHOUSE,2334 BUCHANNAN ROAD,SUITE 2334 AND 2352,,ANTIOCH,CA,94509,Contra Costa County,07,(510) 759-1970,NON,false,false,true,2027-04-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,37.998699,-121.839392
070060AP,PATHWAY HUMANITY MENTAL ILLNESS TREATMENT AND SUBSTANCE DISORDER SUPPORT,"PATHWAY HUMANITY PERSONNEL, SPC",1320 WILLOW PASS ROAD,SUITE 624,,CONCORD,CA,94520,Contra Costa County,07,(888) 710-7760,NON,true,false,true,2027-08-31,false,0,0,1.1,CO-ED,false,false,37.968822,-122.051806
070061AP,HOLISTIC PATHWAYS,VENORD ENTERPRISE INC.,801 E. 18TH STREET,,,ANTIOCH,CA,94509,Contra Costa County,07,(909) 714-3672,NON,false,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,38.004923,-121.79145
070062AP,CATALYST CARES EMPOWERMENT CENTER,"CATALYST CARES EMPOWERMENT CENTER, LLC",3223 BLUME DRIVE,FLR 2,,RICHMOND,CA,94806,Contra Costa County,07,(510) 390-5467,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,37.982573,-122.322748
070063AP,BAY AREA REHAB LLC,BAY AREA REHAB LLC,11 DUNCAN HILL CT.,,,SAN RAMON,CA,95483,Contra Costa County,07,(510) 766-6625,RES,true,true,true,2028-05-31,false,6,6,1.1,CO-ED,true,false,37.74143,-121.958102
080005AN,DHHS BEHAVIORAL HEALTH BRANCH,COUNTY OF DEL NORTE,455 K STREET,,,CRESCENT CITY,CA,95531,Del Norte County,08,(707) 464-7224,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,41.754608,-124.196074
090002AN,PROGRESS HOUSE MEN'S FACILITY,"PROGRESS HOUSE, INC.",838 BEACH COURT,,,LOTUS,CA,95651,El Dorado County,09,(530) 863-5863,RES,false,true,true,2028-05-31,false,24,26,1.2,MEN ONLY,true,false,38.80794,-120.906951
090002BN,PROGRESS HOUSE MEN'S FACILITY II,"PROGRESS HOUSE, INC.",5607 MOUNT MURPHY ROAD,,,GARDEN VALLEY,CA,95633,El Dorado County,09,(530) 863-5863,RES,false,true,true,2028-05-31,false,20,22,1.2,MEN ONLY,true,false,38.835274,-120.876051
090002FN,PROGRESS HOUSE PERINATAL FACILITY,"PROGRESS HOUSE, INC.",5494 PONY EXPRESS TRAIL,"HOUSE 1, 2, 3, 4 AND 5",,CAMINO,CA,95709,El Dorado County,09,(530) 863-5863,RES,false,true,true,2028-05-31,false,16,32,1.4,WOMEN/CHILDREN,true,false,38.749742,-120.616567
090002KN,GREEN VALLEY,"PROGRESS HOUSE, INC.",7161 GREEN VALLEY RD,SUITE A & B,,PLACERVILLE,CA,95667,El Dorado County,09,(530) 626-9240,RES,false,true,true,2027-03-31,false,20,20,1.2,MEN ONLY,true,false,38.722859,-120.850137
090007BP,RECOVERY IN ACTION,SHAMANIC LIVING CENTER,484 PLEASANT VALLEY RD,ROOM 4 AND 6,,DIAMOND SPRINGS,CA,95619,El Dorado County,09,(530) 344-7633,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.693823,-120.817971
090025BP,CAMERON PARK REHAB LLC,CAMERON PARK REHAB LLC,4120 CAMERON PARK DR.,SUITE 403,,CAMERON PARK,CA,95682,El Dorado County,09,(714) 609-9300,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,38.655343,-120.968989
090027AP,FIRST STEPS RECOVERY,"TRUE NORTH DETOX, LLC",6271 MR MAGPIE CT,,,SHINGLE SPRINGS,CA,95682,El Dorado County,09,(844) 244-7837,RES,true,true,true,2027-03-31,false,16,16,1.1,CO-ED,true,false,38.592068,-120.970115
090027BP,FIRST STEPS RECOVERY,"TRUE NORTH DETOX, LLC",3820 EL DORADO HILLS BLVD,SUITE 401,,EL DORADO HILLS,CA,95762,El Dorado County,09,(844) 244-7837,NON,true,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.659252,-121.071792
090028AN,EL DORADO COUNTY SUBSTANCE USE DISORDER SERVICES - SPRING ST.,COUNTY OF EL DORADO,929 SPRING ST,,,PLACERVILLE,CA,95667,El Dorado County,09,(530) 621-6207,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.732373,-120.801463
090028BN,ALCOHOL AND DRUG PROGRAM - CCC PROGRAM,COUNTY OF EL DORADO,3974 DUROCK ROAD,"SUITE 205, ROOMS 113,114,116,118",,SHINGLE SPRINGS,CA,95682,El Dorado County,09,(530) 621-6290,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.660305,-120.942881
090028CN,ALCOHOL AND DRUG PROGRAM - SOUTH LAKE TAHOE,COUNTY OF EL DORADO,1900 LAKE TAHOE BLVD,,,SOUTH LAKE TAHOE,CA,96150,El Dorado County,09,(530) 621-6290,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.911704,-120.008329
090029AN,MOUNTAIN HIGH RECOVERY CENTER,MOUNTAIN HIGH RECOVERY CENTER,2494 LAKE TAHOE BLVD.,ROOM B7,,SOUTH LAKE TAHOE,CA,96150,El Dorado County,09,(530) 600-6505,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,38.924087,-119.988061
090030AP,SACRAMENTO WELLNESS,SACRAMENTO ADDICTION REHAB LLC,2011 KAILA WAY,,,EL DORADO HILLS,CA,95762,El Dorado County,09,(858) 342-9151,RES,true,true,true,2027-11-30,false,11,11,1.1,CO-ED,true,false,38.726507,-121.072877
100002DP,MY TIME RECOVERY,"MY TIME RECOVERY, LLC",5260 N BRYN MAWR DR,,5236 N BRYN MAWR DR,FRESNO,CA,93711,Fresno County,10,(559) 550-2809,RES,true,true,true,2027-06-30,false,12,12,1.1,CO-ED,true,false,36.812967,-119.831472
100002EP,MY TIME RECOVERY,"MY TIME RECOVERY, LLC",83 E SHAW AVENUE,"SUITE 200, 202, 203, 204, AND 250",,FRESNO,CA,93710,Fresno County,10,(702) 419-2592,NON,true,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.808428,-119.788514
100002FP,MY TIME RECOVERY,"MY TIME RECOVERY, LLC",1015 E INDIANAPOLIS AVE,,,FRESNO,CA,93704,Fresno County,10,(559) 550-2809,RES,true,true,true,2027-06-30,false,6,6,1.1,CO-ED,true,false,36.79947,-119.798169
100003BN,COMPREHENSIVE ADDICTION PROGRAMS,"COMPREHENSIVE ADDICTION PROGRAMS, INCORPORATED",2445 W WHITESBRIDGE AVE,,,FRESNO,CA,93706,Fresno County,10,(559) 264-5096,RES,true,true,true,2027-09-30,false,85,85,1.1,CO-ED,false,false,36.73569,-119.839174
100006AN,NUESTRA CASA RECOVERY HOME,"FRESNO COUNTY HISPANIC COMMISSION ON ALCOHOL AND DRUG ABUSE SERVICES, INC.",1414 WEST KEARNEY BOULEVARD,,,FRESNO,CA,93706,Fresno County,10,(559) 485-0501,RES,false,true,true,2028-02-28,false,12,12,1.2,MEN ONLY,false,false,36.728684,-119.82799
100007AN,TURTLE LODGE,"SIERRA TRIBAL CONSORTIUM, INC.",610 WEST MCKINLEY AVENUE,,,FRESNO,CA,93728,Fresno County,10,(559) 445-2691,RES,true,true,true,2027-05-31,false,22,37,1.1,CO-ED,false,false,36.76481,-119.819134
100007BN,TURTLE LODGE,"SIERRA TRIBAL CONSORTIUM, INC.",31985 LODGE ROAD,SUITE 102,,AUBERRY,CA,93602,Fresno County,10,(559) 272-0691,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,37.045423,-119.472888
100008AP,ASCEND BEHAVIORAL HEALTH,CENTRAL VALLEY BEHAVIORAL HEALTH PSCHOLOGY CORPORATION,1781 EAST FIR AVENUE,SUITE 101,,FRESNO,CA,93720,Fresno County,10,(559) 593-9801,NON,false,false,true,2027-12-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,36.839127,-119.750311
100010FN,WESTCARE CALIFORNIA,"WESTCARE CALIFORNIA, INC.",2772 SOUTH MARTIN LUTHER KING BOULEVARD,,,FRESNO,CA,93706,Fresno County,10,(559) 265-4800,RES,true,true,true,2028-01-31,false,198,223,1.1,CO-ED,false,false,36.700262,-119.799855
100010IN,"WESTCARE CALIFORNIA, INC.","WESTCARE CALIFORNIA, INC.",611 EAST BELMONT,,,FRESNO,CA,93701,Fresno County,10,(559) 251-3420,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,36.750417,-119.803744
100011AP,SIERRA MEADOWS BEHAVIORAL HEALTH,"SIERRA MEADOWS BEHAVIORAL HEALTH, A PROFESSIONAL PSYCHOLOGY CORPORATION",1781 EAST FIR AVENUE,SUITE 102,,FRESNO,CA,93720,Fresno County,10,(559) 326-7775,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,36.839127,-119.750311
100011BP,SIERRA MEADOWS,"SIERRA MEADOWS BEHAVIORAL HEALTH, A PROFESSIONAL PSYCHOLOGY CORPORATION",7247 N LAVAL AVE,,,FRESNO,CA,93720,Fresno County,10,(559) 326-7775,RES,true,true,true,2028-06-30,false,6,6,1.1,CO-ED,true,false,36.841256,-119.741789
100026HN,KINGS VIEW,KINGS VIEW,1410 F STREET,SUITE 101,,FRESNO,CA,93706,Fresno County,10,(559) 457-2302,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.734898,-119.799761
100028EN,QUEST HOUSE,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",2731 WEST OLIVE AVENUE,,,FRESNO,CA,93728,Fresno County,10,(559) 233-5096,RES,false,true,true,2027-02-28,false,26,26,1.1,CO-ED,false,false,36.757403,-119.84285
100028HN,FIRST STREET CENTER OUTPATIENT PROGRAM,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",3636 NORTH FIRST STREET,SUITE 135 AND 154,,FRESNO,CA,93726-6818,Fresno County,10,(559) 225-1464,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,36.783229,-119.772407
100039BN,FRESNO NEW CONNECTIONS,"FRESNO NEW CONNECTION, INC.",4411 NORTH CEDAR,SUITE 108,,FRESNO,CA,93726,Fresno County,10,(559) 248-1548,NON,false,false,true,2026-12-31,false,0,0,1.10,CO-ED/YOUTH,false,false,36.797989,-119.75434
100042CN,FRESNO FIRST,"MENTAL HEALTH SYSTEMS, INC.",2550 WEST CLINTON AVENUE,,,FRESNO,CA,93705-4201,Fresno County,10,(559) 365-9665,RES,true,true,true,2026-09-30,false,95,120,1.3,WOMEN ONLY,false,false,36.772032,-119.841602
100042DN,FAMILY & YOUTH ALTERNATIVES,"MENTAL HEALTH SYSTEMS, INC.",2550 W. CLINTON AVENUE,BUILDING B 128-138,,FRESNO,CA,93705,Fresno County,10,(858) 573-2600,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,36.772032,-119.841602
100042GN,FRESNO IMPACT,"MENTAL HEALTH SYSTEMS, INC.",2550 W. CLINTON AVENUE,"BUILDING A, ROOM 116",,FRESNO,CA,93705,Fresno County,10,(559) 570-0388,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.772032,-119.841602
100042HN,RISE,"MENTAL HEALTH SYSTEMS, INC.",2550 W. CLINTON AVENUE,"BUILDINGS G, H, I, J, K, L, M",,FRESNO,CA,93705,Fresno County,10,(559) 264-7521,RES,false,true,false,2028-04-30,false,110,110,1.1,CO-ED,false,false,36.772032,-119.841602
100043CN,PROMESA BEHAVIORIAL HEALTH,PROMESA BEHAVIORAL HEALTH,7120 N. MARKS AVENUE,SUITE 110,,FRESNO,CA,93711,Fresno County,10,(559) 439-5437,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,36.838729,-119.847365
100066BP,"UNIVERSAL HEALTH NETWORK AND SYSTEMS, INC.","UNIVERSAL HEALTH NETWORK AND SYSTEMS, INC.",625 EAST KEATS AVENUE,,627 EAST KEATS AVENUE,FRESNO,CA,93710-7000,Fresno County,10,(559) 252-5150,RES,true,true,true,2027-05-31,false,12,12,1.9,CO-ED/CHILDREN,false,false,36.810333,-119.776032
100076BP,TOUCHSTONE RECOVERY CENTER,"TOUCHSTONE RECOVERY CENTER, INC.",1781 EAST FIR AVENUE,SUITE 201,,FRESNO,CA,93720,Fresno County,10,(559) 298-6711,NON,true,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,36.839127,-119.750311
100076CP,TOUCHSTONE RECOVERY CENTER,"TOUCHSTONE RECOVERY CENTER, INC.",1784 GRAYBARK AVENUE,,"2850 SAN JOSE AVENUE, CLOVIS, CA 93611",CLOVIS,CA,93619,Fresno County,10,(559) 298-6711,RES,true,true,true,2026-09-30,false,12,12,1.1,CO-ED,true,false,36.810577,-119.64751
100082AN,"DELTA CARE, INC.","DELTA CARE, INC.",4705 N SONORA AVENUE,SUITE 113A,,FRESNO,CA,93722,Fresno County,10,(559) 289-6785,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,36.806102,-119.865967
100087BN,CENTRAL CALIFORNIA RECOVERY,"CENTRAL CALIFORNIA RECOVERY, INCORPORATED",1204 W. SHAW AVENUE,SUITE 102,,FRESNO,CA,93711,Fresno County,10,(559) 681-1947,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,36.80846,-119.813094
100094DP,FIRST STEPS RECOVERY,"TRUE NORTH DETOX, LLC",22051 OAK HILL LANE,,"21877 OAK HILL LANE, 10428 AND 10422 N. ARMSTRONG AVE.",CLOVIS,CA,93619,Fresno County,10,(844) 244-7837,RES,true,true,true,2028-03-31,false,58,58,1.1,CO-ED,true,false,36.967816,-119.46204
100094EP,FIRST STEPS RECOVERY,"TRUE NORTH DETOX, LLC",2121 HERNDON AVE,SUITE 102,,CLOVIS,CA,93611,Fresno County,10,(844) 244-7837,NON,true,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,36.837525,-119.677258
100096BP,ZION HEALING CENTERS,"CALIFORNIA INTEGRATIVE RECOVERY CENTERS, LLC",5765 N FRESNO ST,SUITE 101,,FRESNO,CA,93710,Fresno County,10,(559) 389-0622,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.822186,-119.78137
100097BP,ASPIRE COUNSELING SERVICES LLC,ASPIRE COUNSELING SERVICES LLC,7498 N. REMINGTON AVENUE,SUITE 102,,FRESNO,CA,93711,Fresno County,10,(888) 585-7373,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,36.846114,-119.803256
100098CN,A NEW AWAKENING OF THE SAN JOAQUIN,A NEW AWAKENING OF THE SAN JOAQUIN,4576 E SHIELDS AVE,,,FRESNO,CA,93726,Fresno County,10,(559) 579-0935,RES,true,true,true,2027-01-31,false,6,6,1.2,MEN ONLY,false,false,36.779492,-119.746525
100100AN,TOTAL LIFE CHANGE,"TOTAL LIFE CHANGE, INC",1300 E SHAW AVE,,,FRESNO,CA,93710,Fresno County,10,(559) 475-9779,NON,false,false,true,2027-03-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,36.80868,-119.765981
100103AP,SEQUOIA RECOVERY CENTER,SEQUOIA RECOVERY CENTER,2371 S ROGERS LN,,,FRESNO,CA,93727,Fresno County,10,(559) 818-0702,RES,true,true,false,2027-10-31,false,6,6,1.1,CO-ED,true,false,36.715954,-119.700603
100105AP,SHINE MENTAL HEALTH,MY TIME A PROFESSIONAL PSYCHOLOGY CORPORATION,7045 N. FRUIT AVENUE,,,FRESNO,CA,93711,Fresno County,10,(559) 379-3141,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,36.837899,-119.817431
100106AP,"NEW LIFE RECOVERY, LLC","NEW LIFE RECOVERY, LLC",207 N. BROADWAY ST.,,221 N. BROADWAY ST.,FRESNO,CA,93701,Fresno County,10,(559) 455-8006,RES,true,true,false,2028-03-31,false,16,16,1.1,CO-ED,true,false,36.746034,-119.803004
100106BP,"NEW LIFE RECOVERY, LLC","NEW LIFE RECOVERY, LLC",203 NORTH BROADWAY STREET,,,FRESNO,CA,93701,Fresno County,10,(559) 455-8006,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.746053,-119.803004
100107AN,SUNCROSS FOUNDATION,HOME SHELTER COMMUNITY SERVICES,2329 E. ASHLAN AVENUE,,,FRESNO,CA,93726,Fresno County,10,(559) 981-2144,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,36.794155,-119.783037
100108AP,"VITALIZE, A PROFESSIONAL PSYCHOLOGY CORPORATION","VITALIZE, A PROFESSIONAL PSYCHOLOGY CORPORATION",155 EAST SHAW AVENUE,#100 AND #201,,FRESNO,CA,93710,Fresno County,10,(559) 492-1560,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,36.808437,-119.786605
100109AN,PATHWAYS TO RECOVERY,COUNTY OF FRESNO,4452 E KINGS CANYON RD,,,FRESNO,CA,93702,Fresno County,10,(559) 600-6069,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,36.732352,-119.749739
100109BN,URGENT CARE WELLNESS CENTER,COUNTY OF FRESNO,1925 EAST DAKOTA AVENUE,,,FRESNO,CA,93726,Fresno County,10,(559) 600-6853,NON,false,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,36.786838,-119.787912
100110AP,HER HARBOR RECOVERY CENTER,HER HARBOR LLC,6435 N PALM AVENUE,SUITE 104,,FRESNO,CA,93704,Fresno County,10,(559) 481-8318,NON,true,false,true,2026-10-31,false,0,0,1.3,WOMEN ONLY,false,false,36.830228,-119.808419
100111AP,PRODIGY HEALTHCARE INC.,PRODIGY HEALTHCARE INC.,311 E. MERCED STREET,,,FOWLER,CA,93625,Fresno County,10,(559) 892-9452,NON,false,false,true,2026-12-31,false,0,0,1.10,CO-ED/YOUTH,false,false,36.631501,-119.677443
100112AP,AUBERRY SOUTH,"MUIR WOOD, LLC",12820 AUBERRY ROAD,,,CLOVIS,CA,93619,Fresno County,10,(310) 903-1155,DSS,false,false,true,2026-12-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,36.922513,-119.71073
100112BP,AUBERRY NORTH,"MUIR WOOD, LLC",18685 AUBERRY ROAD,,,CLOVIS,CA,93619,Fresno County,10,(310) 903-1155,DSS,false,false,true,2026-12-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,36.964464,-119.647699
100112CP,MUIR WOOD ADOLESCENT & FAMILY SERVICES OUTPATIENT,"MUIR WOOD, LLC",8441 N MILLBROOK AVE,SUITE 102 & 104,,FRESNO,CA,93720,Fresno County,10,(855) 684-7966,NON,false,false,true,2027-06-30,false,0,0,1.7,FAMILIES,false,false,36.858205,-119.765813
100113AP,LIT SOBER LIVING AND TRANSFORMATION CENTER LLC,LIT SOBER LIVING AND TRANSFORMATION CENTER LLC,4759 E OLIVE AVE,SUITE 102,,FRESNO,CA,93702,Fresno County,10,(559) 538-0251,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,36.757751,-119.738237
110003AN,GLENN COUNTY SUBSTANCE USE PROGRAM,COUNTY OF GLENN,1187 E. SOUTH ST,,,ORLAND,CA,95963,Glenn County,11,(530) 865-6459,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,39.735758,-122.16738
110003BN,GLENN COUNTY SUBSTANCE USE PROGRAM,COUNTY OF GLENN,604 E. WALKER ST,,,ORLAND,CA,95963,Glenn County,11,(530) 865-6106,NON,true,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,39.747252,-122.174694
110003CN,GLENN COUNTY SUBSTANCE USE PROGRAM,COUNTY OF GLENN,242 N. VILLA AVE,,,WILLOWS,CA,95988,Glenn County,11,(530) 934-6582,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,39.522451,-122.208154
120001AN,HUMBOLDT RECOVERY CENTER,"HUMBOLDT RECOVERY CENTER, INCORPORATED",1116 9TH STREET,,"1120 9TH STREET, 1219 10TH STREET, 1303 11TH STREET, 905 L STREET,  944 AND 1024 N STREET",EUREKA,CA,95501,Humboldt County,12,(707) 443-4237,RES,true,true,true,2027-10-31,false,57,62,1.1,CO-ED,false,false,40.799583,-124.158324
120005AN,CROSSROADS,NORTH COAST SUBSTANCE ABUSE COUNCIL,1205 MYRTLE AVENUE,,1210 MYRTLE AVENUE,EUREKA,CA,95501,Humboldt County,12,(707) 601-6932,RES,false,true,true,2028-01-31,false,20,22,1.1,CO-ED,false,false,40.798682,-124.14671
120009AN,WATERFRONT RECOVERY SERVICES,"ALCOHOL/DRUG CARE SERVICE'S, INC.",2413 2ND STREET,,,EUREKA,CA,95501,Humboldt County,12,(707) 269-9590,RES,true,true,true,2027-06-30,false,56,56,1.1,CO-ED,true,false,40.806323,-124.145604
120011CN,HEALTHY MOMS PROGRAM,COUNTY OF HUMBOLDT,2910 H STREET,,,EUREKA,CA,95501,Humboldt County,12,(707) 441-5220,NON,false,false,true,2026-12-31,false,0,0,1.14,WOMEN/CHILD/DUAL,false,false,40.781801,-124.161375
120011DN,HUMBOLDT COUNTY PROGRAMS FOR RECOVERY,COUNTY OF HUMBOLDT,231 SECOND STREET,FIRST AND THIRD FLOORS,,EUREKA,CA,95501,Humboldt County,12,(707) 441-3773,NON,false,false,true,2026-12-31,false,0,0,1.10,CO-ED/YOUTH,false,false,40.804109,-124.168926
120021AP,REDWOOD RECOVERY CENTER LLC,REDWOOD RECOVERY CENTER LLC,4 7TH ST,SUITE B,,EUREKA,CA,95501,Humboldt County,12,(707) 601-2969,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,40.79954,-124.170733
130004CN,ADULT CALEXICO SUBSTANCE USE DISORDER TREATMENT PROGRAM,COUNTY OF IMPERIAL,25 EAST 3RD STREET,,,CALEXICO,CA,92231,Imperial County,13,(442) 265-6200,NON,true,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,32.667782,-115.497814
130004DN,ADOLESCENT EL CENTRO SUBSTANCE USE DISORDER TREATMENT PROGRAM,COUNTY OF IMPERIAL,315 S. WATERMAN AVE,,,EL CENTRO,CA,92243,Imperial County,13,(442) 265-7270,NON,true,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,32.791202,-115.574118
130004EN,ADOLESCENT CALEXICO SUBSTANCE USE DISORDER TREATMENT PROGRAM,COUNTY OF IMPERIAL,101 HACIENDA DRIVE,SUITE B,,CALEXICO,CA,92231,Imperial County,13,(442) 265-6410,NON,true,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,32.682526,-115.500499
130005AN,EL CENTRO ADULT SUBSTANCE USE DISORDER TREATMENT PROGRAM,COUNTY OF IMPERIAL,2695 S. 4TH STREET,SUITE A,,EL CENTRO,CA,92243,Imperial County,13,(442) 265-7650,NON,true,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,32.767849,-115.551997
140001AP,ALPINE RECOVERY CENTER,ROBERT B. DIBBLE,375 EAST LINE STREET,,,BISHOP,CA,93514,Inyo County,14,(760) 873-4357,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,37.361566,-118.389681
140004AN,CROSSROADS RECOVERY CENTER,CROSSROADS RECOVERY CENTER,536 W. LINE STREET,,,BISHOP,CA,93514,Inyo County,14,(661) 859-8318,NON,false,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,37.361331,-118.399876
150003HN,LA VIDA NUEVA,KERN COUNTY HISPANIC COMMISSION ON ALCOHOL AND DRUG ABUSE SERVICES,4540 CALIFORNIA AVENUE,SUITE 560,,BAKERSFIELD,CA,93309,Kern County,15,(661) 634-9877,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,35.366323,-119.052689
150004AN,JASON'S RETREAT/CAPISTRANO COMMUNITY FOR WOMEN,BAKERSFIELD RECOVERY SERVICES INC.,600 BERNARD STREET,,2000 BAKER STREET,BAKERSFIELD,CA,93305,Kern County,15,(661) 325-1817,RES,true,true,true,2027-02-28,false,54,59,1.1,CO-ED,false,false,35.390291,-118.988895
150004GN,CAPISTRANO LINCOLN STREET RETREAT,BAKERSFIELD RECOVERY SERVICES INC.,708 LINCOLN STREET,,,BAKERSFIELD,CA,93305,Kern County,15,(661) 869-1795,RES,false,true,false,2027-09-30,false,14,26,1.4,WOMEN/CHILDREN,false,false,35.387166,-118.988546
150004HN,JASONS RETREAT IOP,BAKERSFIELD RECOVERY SERVICES INC.,531 KNOTTS STREET,,,BAKERSFIELD,CA,93305,Kern County,15,(661) 237-8200,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,35.391266,-118.989472
150011BN,BROTHERHOOD CENTER,"COMMUNITY SERVICES ORGANIZATION, BEHAVIORAL HEALTH PROGRAMS",1124 BAKER STREET,,,BAKERSFIELD,CA,93305,Kern County,15,(661) 327-9376,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,35.3806,-118.991584
150013BN,KEN KENNEMER SUBSTANCE ABUSE TREATMENT CENTER,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",1100 UNION AVENUE,,,BAKERSFIELD,CA,93307,Kern County,15,(661) 861-6111,RES,false,true,true,2027-01-31,false,80,80,1.1,CO-ED,false,false,35.367568,-119.002803
150029AN,"WESTCARE CALIFORNIA, INC.","WESTCARE CALIFORNIA, INC.",2901 SOUTH H STREET,,,BAKERSFIELD,CA,93304,Kern County,15,(661) 251-4800,RES,false,true,false,2028-01-31,false,41,41,1.1,CO-ED,false,false,35.328474,-119.021362
150029DN,WESTCARE BAKERSFIELD OUTPATIENT,"WESTCARE CALIFORNIA, INC.",2909 SOUTH H STREET,,,BAKERSFIELD,CA,93304,Kern County,15,(661) 398-4303,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,35.328683,-119.021403
150031GN,COLLEGE COMMUNITY SERVICES DBA CLARVIDA- TEHACHAPI SUD,COLLEGE COMMUNITY SERVICES,1121 WEST VALLEY BLVD,SUITE B-C,,TEHACHAPI,CA,93561,Kern County,15,(661) 750-8290,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,35.124337,-118.468579
150031HN,COLLEGE COMMUNITY SERVICES DBA CLARVIDA - WASCO SUD,COLLEGE COMMUNITY SERVICES,928 F STREET,,,WASCO,CA,93280,Kern County,15,(661) 674-3378,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,35.591124,-119.333763
150031IN,COLLEGE COMMUNITY SERVICES DBA CLARVIDA - TAFT SUD,COLLEGE COMMUNITY SERVICES,1021 4TH STREET,SUITE B,,TAFT,CA,93268,Kern County,15,(661) 770-9158,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,35.149083,-119.453548
